internship_id,date_time,profile,company,location,start_date,stipend,duration,apply_by_date,offer,education,skills,perks,stipend_min,stipend_max,stipend_type,stipend_period,duration_months,apply_by_dt,posted_dt,start_immediate,start_dt,is_remote,city,is_multi_city,skills_tokens,text_blob
INT1065,2025-03-10,Content Writing,FinanceFirst,Delhi,1 June 2025,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Content Writing, Blogging, SEO","Informal dress code, Free snacks",3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-03-10,False,2025-06-01,False,Delhi,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo informal dress code, free snacks any graduate certificate, ppo financefirst"
INT1066,2025-04-11,Graphic Design,MarketMasters,Bangalore,1 August 2025,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Photoshop, Illustrator, Figma","Certificate, LOR",20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-04-11,False,2025-08-01,False,Bangalore,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma certificate, lor b.sc certificate of completion, letter of recommendation marketmasters"
INT1067,2025-05-12,Finance,CodeCraft,Hyderabad,Immediately,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"Finance, Excel, Tally",Flexible working hours,12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-05-12,True,,False,Hyderabad,False,"['finance', 'excel', 'tally']","finance finance, excel, tally flexible working hours m.tech pre-placement offer (ppo) codecraft"
INT1068,2025-06-13,Human Resources,CreativeMinds,Chennai,Immediately,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","HR, Recruitment, Excel",Health Insurance,,,performance_based,unknown,2.0,2025-08-01,2025-06-13,True,,False,Chennai,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel health insurance b.tech/b.e., mca certificate of completion creativeminds"
INT1069,2025-07-14,Operations,GrowthLab,Pune,1 August 2025,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"Operations, MS Office, Excel",,7000.0,10000.0,range,month,3.0,2025-11-30,2025-07-14,False,2025-08-01,False,Pune,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel any letter of recommendation growthlab"
INT1070,2025-08-15,Python Development,AIVentures,Kolkata,1 June 2025,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Django, REST API","Flexible working hours, Work from home",2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-08-15,False,2025-06-01,False,Kolkata,False,"['python', 'django', 'rest api']","python development python, django, rest api flexible working hours, work from home b.tech/b.e. aiventures"
INT1071,2025-09-16,Android Development,WebWizards,Ahmedabad,15 June 2025,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"Android, Kotlin, Java","5 days a week, Free snacks",25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-09-16,False,2025-06-15,False,Ahmedabad,False,"['android', 'kotlin', 'java']","android development android, kotlin, java 5 days a week, free snacks bca certificate, ppo webwizards"
INT1072,2025-01-17,iOS Development,AppFactory,Jaipur,Immediately,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"iOS, Swift, Xcode","Informal dress code, Free snacks",5000.0,8000.0,range,month,4.0,2025-08-20,2025-01-17,True,,False,Jaipur,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode informal dress code, free snacks mca certificate of completion, letter of recommendation appfactory"
INT1073,2025-02-18,UI/UX Design,CloudNine,Noida,1 June 2025,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Figma, Adobe XD, Sketch","Certificate, LOR",,,unknown,unknown,6.0,2025-09-30,2025-02-18,False,2025-06-01,False,Noida,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch certificate, lor mba pre-placement offer (ppo) cloudnine"
INT1074,2025-03-19,Digital Marketing,BizBoost,Gurgaon,Immediately,Rs. 18000 /month,1 Month,2025-05-31,Certificate of Completion,B.Com,"Facebook Ads, Google Ads, SEO",Flexible working hours,18000.0,18000.0,fixed,month,1.0,2025-05-31,2025-03-19,True,,False,Gurgaon,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo flexible working hours b.com certificate of completion bizboost"
INT1075,2025-04-20,Social Media Marketing,ContentKing,Chandigarh,1 July 2025,Rs. 5000 /month,5 Months,2025-10-15,Letter of Recommendation,Any Graduate,"Instagram, Facebook, Content Creation",Health Insurance,5000.0,5000.0,fixed,month,5.0,2025-10-15,2025-04-20,False,2025-07-01,False,Chandigarh,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation health insurance any graduate letter of recommendation contentking"
INT1076,2025-05-21,Video Editing,PixelPerfect,Indore,15 June 2025,Rs. 10000 /month,8 Weeks,2025-06-30,,B.Sc,"Premiere Pro, After Effects, Davinci Resolve",,10000.0,10000.0,fixed,month,1.8411967779056388,2025-06-30,2025-05-21,False,2025-06-15,False,Indore,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve b.sc pixelperfect"
INT1077,2025-06-22,React Development,AnalyticsEdge,Work From Home,1 July 2025,Rs. 8000 /month,12 Weeks,2025-07-15,"Certificate, PPO",M.Tech,"React, Node.js, MongoDB","Flexible working hours, Work from home",8000.0,8000.0,fixed,month,2.761795166858458,2025-07-15,2025-06-22,False,2025-07-01,True,Remote,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb flexible working hours, work from home m.tech certificate, ppo analyticsedge"
INT1078,2025-07-23,Full Stack Development,MobileFirst,Work From Home,1 August 2025,Rs. 15000 /month,2 Months,2025-08-01,"Certificate of Completion, Letter of Recommendation","B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL","5 days a week, Free snacks",15000.0,15000.0,fixed,month,2.0,2025-08-01,2025-07-23,False,2025-08-01,True,Remote,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql 5 days a week, free snacks b.tech/b.e., mca certificate of completion, letter of recommendation mobilefirst"
INT1079,2025-08-24,Data Analytics,DevStudio,Work From Home,15 June 2025,Unpaid,3 Months,2025-11-30,Pre-Placement Offer (PPO),Any,"SQL, Excel, Tableau, Power BI","Informal dress code, Free snacks",0.0,0.0,unpaid,unknown,3.0,2025-11-30,2025-08-24,False,2025-06-15,True,Remote,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi informal dress code, free snacks any pre-placement offer (ppo) devstudio"
INT1080,2025-09-25,Data Science,TechCorp India,Mumbai,1 June 2025,Rs. 3000 /month,2 Months,2025-06-15,Certificate of Completion,B.Tech/B.E.,"Python, Machine Learning, Data Analysis","Certificate, LOR",3000.0,3000.0,fixed,month,2.0,2025-06-15,2025-09-25,False,2025-06-01,False,Mumbai,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis certificate, lor b.tech/b.e. certificate of completion techcorp india"
INT1081,2025-01-26,Web Development,StartupXYZ,Delhi,15 June 2025,Rs. 20000 /month,3 Months,2025-07-01,Letter of Recommendation,BCA,"React, JavaScript, HTML, CSS",Flexible working hours,20000.0,20000.0,fixed,month,3.0,2025-07-01,2025-01-26,False,2025-06-15,False,Delhi,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css flexible working hours bca letter of recommendation startupxyz"
INT1082,2025-02-27,Machine Learning,InnovateTech,Bangalore,15 June 2025,Rs. 12000 /month,4 Months,2025-08-20,,MCA,"Python, TensorFlow, Deep Learning",Health Insurance,12000.0,12000.0,fixed,month,4.0,2025-08-20,2025-02-27,False,2025-06-15,False,Bangalore,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning health insurance mca innovatetech"
INT1083,2025-03-28,Business Development,DataDriven Co,Hyderabad,1 June 2025,Performance based,6 Months,2025-09-30,"Certificate, PPO",MBA,"Business Development, Sales, CRM",,,,performance_based,unknown,6.0,2025-09-30,2025-03-28,False,2025-06-01,False,Hyderabad,False,"['business development', 'sales', 'crm']","business development business development, sales, crm mba certificate, ppo datadriven co"
INT1084,2025-04-01,Marketing,DesignHub,Chennai,1 August 2025,Rs. 7000-10000 /month,1 Month,2025-05-31,"Certificate of Completion, Letter of Recommendation",B.Com,"Digital Marketing, SEO, Google Analytics","Flexible working hours, Work from home",7000.0,10000.0,range,month,1.0,2025-05-31,2025-04-01,False,2025-08-01,False,Chennai,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics flexible working hours, work from home b.com certificate of completion, letter of recommendation designhub"
INT1085,2025-05-02,Content Writing,FinanceFirst,Pune,15 June 2025,Rs. 2000 /month,5 Months,2025-10-15,Pre-Placement Offer (PPO),Any Graduate,"Content Writing, Blogging, SEO","5 days a week, Free snacks",2000.0,2000.0,fixed,month,5.0,2025-10-15,2025-05-02,False,2025-06-15,False,Pune,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo 5 days a week, free snacks any graduate pre-placement offer (ppo) financefirst"
INT1086,2025-06-03,Graphic Design,MarketMasters,Kolkata,1 August 2025,Rs. 25000 /month,8 Weeks,2025-06-30,Certificate of Completion,B.Sc,"Photoshop, Illustrator, Figma","Informal dress code, Free snacks",25000.0,25000.0,fixed,month,1.8411967779056388,2025-06-30,2025-06-03,False,2025-08-01,False,Kolkata,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma informal dress code, free snacks b.sc certificate of completion marketmasters"
INT1087,2025-07-04,Finance,CodeCraft,Ahmedabad,1 August 2025,Rs. 5000-8000 /month,12 Weeks,2025-07-15,Letter of Recommendation,M.Tech,"Finance, Excel, Tally","Certificate, LOR",5000.0,8000.0,range,month,2.761795166858458,2025-07-15,2025-07-04,False,2025-08-01,False,Ahmedabad,False,"['finance', 'excel', 'tally']","finance finance, excel, tally certificate, lor m.tech letter of recommendation codecraft"
INT1088,2025-08-05,Human Resources,CreativeMinds,Jaipur,1 August 2025,,2 Months,2025-08-01,,"B.Tech/B.E., MCA","HR, Recruitment, Excel",Flexible working hours,,,unknown,unknown,2.0,2025-08-01,2025-08-05,False,2025-08-01,False,Jaipur,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel flexible working hours b.tech/b.e., mca creativeminds"
INT1089,2025-09-06,Operations,GrowthLab,Noida,Immediately,Rs. 18000 /month,3 Months,2025-11-30,"Certificate, PPO",Any,"Operations, MS Office, Excel",Health Insurance,18000.0,18000.0,fixed,month,3.0,2025-11-30,2025-09-06,True,,False,Noida,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel health insurance any certificate, ppo growthlab"
INT1090,2025-01-07,Python Development,AIVentures,Gurgaon,Immediately,Rs. 5000 /month,2 Months,2025-06-15,"Certificate of Completion, Letter of Recommendation",B.Tech/B.E.,"Python, Django, REST API",,5000.0,5000.0,fixed,month,2.0,2025-06-15,2025-01-07,True,,False,Gurgaon,False,"['python', 'django', 'rest api']","python development python, django, rest api b.tech/b.e. certificate of completion, letter of recommendation aiventures"
INT1091,2025-02-08,Android Development,WebWizards,Chandigarh,1 August 2025,Rs. 10000 /month,3 Months,2025-07-01,Pre-Placement Offer (PPO),BCA,"Android, Kotlin, Java","Flexible working hours, Work from home",10000.0,10000.0,fixed,month,3.0,2025-07-01,2025-02-08,False,2025-08-01,False,Chandigarh,False,"['android', 'kotlin', 'java']","android development android, kotlin, java flexible working hours, work from home bca pre-placement offer (ppo) webwizards"
INT1092,2025-03-09,iOS Development,AppFactory,Indore,1 June 2025,Rs. 8000 /month,4 Months,2025-08-20,Certificate of Completion,MCA,"iOS, Swift, Xcode","5 days a week, Free snacks",8000.0,8000.0,fixed,month,4.0,2025-08-20,2025-03-09,False,2025-06-01,False,Indore,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode 5 days a week, free snacks mca certificate of completion appfactory"
INT1093,2025-04-10,UI/UX Design,CloudNine,Work From Home,Immediately,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Figma, Adobe XD, Sketch","Informal dress code, Free snacks",15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-04-10,True,,True,Remote,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch informal dress code, free snacks mba letter of recommendation cloudnine"
INT1094,2025-05-11,Digital Marketing,BizBoost,Work From Home,1 August 2025,Unpaid,1 Month,2025-05-31,,B.Com,"Facebook Ads, Google Ads, SEO","Certificate, LOR",0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-05-11,False,2025-08-01,True,Remote,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo certificate, lor b.com bizboost"
INT1095,2025-06-12,Social Media Marketing,ContentKing,Work From Home,1 June 2025,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Instagram, Facebook, Content Creation",Flexible working hours,3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-06-12,False,2025-06-01,True,Remote,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation flexible working hours any graduate certificate, ppo contentking"
INT1096,2025-07-13,Video Editing,PixelPerfect,Mumbai,1 June 2025,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Premiere Pro, After Effects, Davinci Resolve",Health Insurance,20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-07-13,False,2025-06-01,False,Mumbai,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve health insurance b.sc certificate of completion, letter of recommendation pixelperfect"
INT1097,2025-08-14,React Development,AnalyticsEdge,Delhi,1 July 2025,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"React, Node.js, MongoDB",,12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-08-14,False,2025-07-01,False,Delhi,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb m.tech pre-placement offer (ppo) analyticsedge"
INT1098,2025-09-15,Full Stack Development,MobileFirst,Bangalore,1 July 2025,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL","Flexible working hours, Work from home",,,performance_based,unknown,2.0,2025-08-01,2025-09-15,False,2025-07-01,False,Bangalore,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql flexible working hours, work from home b.tech/b.e., mca certificate of completion mobilefirst"
INT1099,2025-01-16,Data Analytics,DevStudio,Hyderabad,15 June 2025,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"SQL, Excel, Tableau, Power BI","5 days a week, Free snacks",7000.0,10000.0,range,month,3.0,2025-11-30,2025-01-16,False,2025-06-15,False,Hyderabad,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi 5 days a week, free snacks any letter of recommendation devstudio"
INT1100,2025-02-17,Data Science,TechCorp India,Chennai,1 August 2025,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Machine Learning, Data Analysis","Informal dress code, Free snacks",2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-02-17,False,2025-08-01,False,Chennai,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis informal dress code, free snacks b.tech/b.e. techcorp india"
INT1101,2025-03-18,Web Development,StartupXYZ,Pune,1 August 2025,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"React, JavaScript, HTML, CSS","Certificate, LOR",25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-03-18,False,2025-08-01,False,Pune,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css certificate, lor bca certificate, ppo startupxyz"
INT1102,2025-04-19,Machine Learning,InnovateTech,Kolkata,Immediately,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"Python, TensorFlow, Deep Learning",Flexible working hours,5000.0,8000.0,range,month,4.0,2025-08-20,2025-04-19,True,,False,Kolkata,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning flexible working hours mca certificate of completion, letter of recommendation innovatetech"
